feature_0,feature_1,feature_2,feature_3,feature_4,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,labels
-1.783298238,-0.420159144,-0.337213322,-0.610282892,-0.569350638,7,1,1,0,1,0,2,8,3,0
-1.783298238,-0.413590422,0.263576059,-0.49767245,-0.246560348,4,2,2,0,1,0,0,8,3,0
-1.783298238,-0.413261986,0.023260307,0.278951287,0.076229942,4,2,2,0,0,1,0,0,3,1
-1.783298238,-0.412276678,-0.217055446,-0.517088043,-0.569350638,8,2,1,0,0,0,0,0,3,1
-1.783298238,-0.411291369,0.263576059,-0.082178751,-0.246560348,8,2,0,0,1,0,0,8,3,0
-1.783298238,-0.409977625,1.705470574,1.005094481,-0.569350638,0,2,1,0,0,0,0,7,3,1
-1.783298238,-0.40866388,0.023260307,0.045964166,-0.569350638,0,2,1,0,1,0,2,8,3,0
-1.783298238,-0.40866388,-0.096897569,1.187601059,0.076229942,0,2,1,0,1,0,0,8,3,0
-1.783298238,-0.408007008,-1.058160579,-0.051113801,0.721810522,8,2,1,0,0,0,0,2,3,0
-1.783298238,-0.405051083,0.023260307,-0.000633258,-0.569350638,7,2,1,0,0,0,0,10,3,1
-1.783298238,-0.398810797,-1.65894996,-0.303516515,-0.569350638,8,2,1,0,0,0,0,3,3,0
-1.783298238,-0.386658661,-0.938002703,-0.40836072,-0.569350638,8,2,1,0,0,0,0,5,3,1
-1.783298238,-0.374506524,-1.538792084,-0.396711364,0.076229942,0,2,1,0,0,0,0,6,3,0
-1.783298238,-0.369908419,0.263576059,-0.086061869,-0.246560348,7,2,1,0,1,0,0,8,3,0
-1.783298238,-0.366624058,-0.457371198,-0.905399912,-0.569350638,8,2,1,0,1,0,1,8,3,0
-1.783298238,-0.365638749,-1.298476332,-0.959763573,-0.569350638,8,2,1,0,0,0,2,11,3,0
-1.783298238,-0.364653441,-1.058160579,-0.20255543,0.076229942,8,2,1,0,1,0,0,8,3,0
-1.783298238,-0.363996569,-0.337213322,-0.447191907,-0.246560348,8,2,1,0,0,0,0,4,3,1
-1.783298238,-0.355785666,-0.337213322,0.045964166,-0.569350638,7,2,1,0,1,0,2,8,3,0
-1.783298238,-0.339035424,0.263576059,-0.594750417,-0.569350638,8,2,1,0,1,0,0,8,3,0
-1.783298238,-0.334437318,0.263576059,0.344964305,-0.569350638,7,2,1,0,1,0,0,8,3,1
-1.783298238,-0.330496085,1.344996945,1.0089776,-0.246560348,9,2,1,0,1,0,2,8,3,0
-1.783298238,-0.327868596,-0.096897569,0.09256159,-0.569350638,8,2,1,0,1,0,2,8,3,0
-1.783298238,-0.325241107,-1.178318455,-0.155958006,-0.569350638,0,2,1,0,0,0,0,10,3,1
-1.783298238,-0.323598927,-1.298476332,-0.400594483,-0.569350638,0,2,2,0,0,0,0,6,3,0
-1.783298238,-0.322285182,-0.457371198,-0.121009937,-0.569350638,8,2,1,0,0,0,0,3,3,1
-1.783298238,-0.319000821,1.465154821,-0.722893333,-0.246560348,1,1,1,0,1,1,2,8,3,0
-1.783298238,-0.317687077,-0.337213322,-0.730659571,-0.569350638,7,2,1,0,1,0,2,8,3,0
-1.783298238,-0.312760535,0.023260307,0.414860441,-0.569350638,8,2,3,0,0,0,0,9,3,0
-1.783298238,-0.297324037,0.383733936,-0.750075164,-0.569350638,0,2,1,0,0,1,0,1,3,0
-1.783298238,-0.297324037,0.503891812,-0.20255543,-0.569350638,8,2,1,0,0,0,0,0,3,1
-1.783298238,-0.297324037,-0.096897569,-0.303516515,-0.569350638,8,2,1,0,1,0,0,8,3,0
-1.783298238,-0.297324037,-1.538792084,-0.870451843,-0.246560348,8,2,1,0,0,0,1,6,3,0
-1.783298238,-0.297324037,1.465154821,-0.299633397,-0.246560348,8,2,1,0,0,0,0,6,3,0
-1.783298238,-0.297324037,0.383733936,-0.249152854,-0.246560348,1,2,1,0,1,1,2,8,3,0
-1.783298238,-0.297324037,0.86436544,-0.796672588,0.399020232,9,2,1,0,1,0,2,6,3,0
-1.783298238,-0.294368112,0.503891812,0.042081047,-0.569350638,8,2,1,0,1,0,0,0,3,0
-1.783298238,-0.294368112,1.705470574,0.461457865,-0.569350638,8,2,3,0,0,0,0,6,3,1
-1.783298238,-0.286814082,1.465154821,-0.136542412,0.721810522,8,2,1,0,0,0,2,8,3,0
-1.783298238,-0.267107915,-1.65894996,-0.404477601,-0.569350638,8,2,3,0,0,0,0,11,3,0
-1.783298238,-0.266122607,-1.779107836,0.267301931,-0.569350638,8,2,1,0,0,0,0,11,3,1
-1.783298238,-0.262838245,-1.298476332,-0.431659432,-0.569350638,8,2,1,0,1,0,0,8,3,0
-1.783298238,-0.25232829,-0.337213322,-0.404477601,-0.569350638,4,2,1,0,1,0,2,8,3,0
-1.783298238,-0.233935867,-0.457371198,-0.299633397,0.399020232,3,2,1,0,1,0,2,8,3,0
-1.783298238,-0.233278995,1.82562845,-0.462724382,-0.569350638,7,2,1,0,0,0,1,1,3,0
-1.783298238,-0.210288467,-1.65894996,-0.583101061,-0.569350638,8,2,1,0,1,0,0,0,3,0
-1.783298238,-0.204705053,0.503891812,-0.986945404,-0.569350638,7,2,3,0,0,0,2,1,3,0
-1.783298238,-0.197807895,-1.058160579,-0.979179166,-0.569350638,4,2,2,0,0,0,1,2,3,0
-1.783298238,-0.191239172,0.143418183,0.053730403,0.076229942,6,2,2,0,0,0,0,7,3,1
-1.783298238,-0.179087036,0.263576059,-0.505438687,0.076229942,7,1,1,0,1,0,0,8,3,0
-1.783298238,-0.1551112,0.503891812,0.139159014,-0.246560348,9,2,1,0,1,0,0,0,3,0
-1.783298238,-0.152812147,-1.418634208,-0.486023094,0.399020232,0,2,2,0,1,0,0,3,3,1
-1.783298238,-0.129821619,-1.418634208,1.03615943,-0.569350638,0,1,1,0,1,0,2,6,3,0
-1.783298238,-0.067418757,0.263576059,0.302249999,-0.246560348,0,2,1,0,1,1,0,8,3,0
-1.783298238,-0.066105013,0.023260307,-0.540386755,-0.569350638,8,2,2,0,0,1,0,6,3,0
-1.783298238,-0.048369462,-0.577529074,-0.404477601,-0.569350638,8,2,3,0,0,0,0,1,3,0
-1.783298238,0.066254742,1.465154821,-0.862685606,-0.246560348,8,2,1,0,0,0,0,1,3,0
-1.783298238,0.14245192,1.465154821,0.430392916,0.076229942,3,2,1,0,0,0,0,6,3,1
-1.783298238,0.184820179,-1.418634208,-0.303516515,-0.569350638,8,2,1,0,0,0,0,8,3,0
-1.783298238,0.262659538,-1.65894996,-0.35011394,-0.569350638,8,2,1,0,0,0,1,3,3,0
-1.783298238,0.299115947,-1.65894996,-0.621932248,-0.569350638,7,2,1,0,0,1,0,5,3,0
-1.783298238,0.344768567,-0.817844827,-0.078295632,-0.246560348,8,2,1,0,1,0,2,8,3,0
-1.783298238,0.602919353,1.465154821,-0.579217942,-0.246560348,1,2,0,0,1,0,2,8,3,0
-1.783298238,-0.223425912,-1.298476332,-0.513204924,-0.246560348,1,2,1,0,0,0,0,6,2,1
-1.783298238,-0.12128228,1.465154821,-0.55591923,0.076229942,10,2,2,0,0,0,0,5,1,1
-1.783298238,-0.220469987,1.705470574,0.007132979,0.721810522,8,2,2,0,0,0,0,9,2,1
-1.783298238,-0.03424671,-0.69768695,-0.295750278,-0.569350638,8,2,2,0,0,0,0,2,0,0
-1.783298238,-0.376477141,-0.938002703,0.407094204,-0.569350638,8,2,1,0,0,0,0,3,2,1
-1.783298238,-0.048369462,0.383733936,-0.439425669,0.076229942,8,2,3,0,0,0,0,3,0,1
-1.783298238,0.184820179,0.023260307,-0.676295909,-0.569350638,8,2,1,0,0,0,0,9,0,0
-1.783298238,-0.413261986,0.143418183,1.059458143,-0.569350638,1,2,1,0,1,0,0,0,1,0
-1.783298238,-0.449718395,0.143418183,-0.676295909,-0.569350638,1,2,1,0,1,0,0,0,1,0
-1.783298238,0.402901759,-0.096897569,-0.074412513,-0.569350638,8,2,1,0,1,0,0,8,1,0
-1.783298238,-0.345604146,-1.178318455,-0.303516515,-0.246560348,8,2,1,0,1,0,0,8,1,0
-1.783298238,-0.376477141,-1.178318455,-0.311282753,-0.569350638,8,2,1,0,0,0,0,1,2,1
-1.783298238,-0.136061905,0.263576059,-0.167607362,-0.569350638,8,2,1,0,0,0,1,1,0,1
-1.783298238,-0.042786048,1.705470574,0.096444709,-0.569350638,8,2,3,0,0,0,0,5,1,1
-1.783298238,-0.297324037,0.503891812,0.286717524,-0.569350638,8,2,0,0,0,0,0,10,0,1
-1.783298238,-0.413261986,0.263576059,0.974029532,-0.569350638,4,2,2,0,0,1,0,10,2,1
-1.783298238,-0.152812147,-1.418634208,-0.621932248,0.399020232,0,2,2,0,1,0,0,8,2,0
-1.783298238,-0.297324037,0.383733936,1.051691905,-0.569350638,8,2,0,0,0,0,0,0,2,1
-1.783298238,-0.328853904,-1.779107836,-0.101594344,-0.569350638,7,2,1,0,0,0,1,11,0,0
-1.783298238,-0.4070217,-0.457371198,0.03431481,-0.246560348,8,2,1,0,0,0,1,8,2,0
-1.783298238,0.369729712,-0.938002703,0.74104241,-0.246560348,8,2,1,0,0,0,0,9,1,1
-1.783298238,-0.308490865,0.023260307,0.224587626,-0.569350638,8,2,0,0,0,0,0,5,2,1
-1.68912426,-0.704256384,0.383733936,-0.237503498,-0.246560348,9,2,1,0,1,1,2,6,3,0
-1.68912426,-0.653348786,1.344996945,-0.55591923,-0.569350638,1,2,0,1,1,1,2,8,3,0
-1.68912426,-0.547920793,-1.418634208,-0.159841124,-0.246560348,9,2,1,0,1,0,2,6,3,0
-1.68912426,-0.522959648,0.263576059,0.003249861,-0.246560348,8,1,2,1,1,0,0,8,3,0
-1.68912426,-0.522631212,0.263576059,1.160419228,-0.569350638,7,2,1,0,1,1,0,8,3,0
-1.68912426,-0.517376234,1.224839069,-0.664646553,-0.246560348,1,1,1,0,1,1,2,8,3,0
-1.68912426,-0.485517931,0.503891812,-0.579217942,1.044600813,8,2,1,0,1,0,2,8,3,0
-1.68912426,-0.478620773,-0.217055446,-0.353997058,0.076229942,1,2,1,0,1,0,2,8,3,0
-1.68912426,-0.453659628,0.503891812,-0.951997336,-0.246560348,7,1,1,0,1,0,2,6,3,0
-1.68912426,-0.447419342,-0.69768695,-0.175373599,-0.569350638,8,2,2,0,0,0,0,1,3,1
-1.68912426,-0.447419342,-0.217055446,-0.136542412,-0.569350638,1,1,1,0,1,0,0,8,3,0
-1.68912426,-0.447419342,-1.418634208,1.040042549,-0.569350638,8,2,1,0,0,0,1,8,3,0
-1.68912426,-0.447419342,0.143418183,-0.338464584,-0.246560348,0,2,1,0,1,0,0,0,3,0
-1.68912426,-0.447419342,1.585312698,1.109938685,0.399020232,7,2,1,0,1,0,2,8,3,0
-1.68912426,-0.447419342,1.224839069,-0.652997197,0.721810522,7,1,1,0,1,1,2,8,3,0
-1.68912426,-0.446105597,0.503891812,-0.303516515,-0.569350638,9,1,1,0,1,0,0,0,3,0
-1.68912426,-0.446105597,-0.938002703,-0.303516515,-0.569350638,9,2,1,0,1,0,0,8,3,1
-1.68912426,-0.445777161,-0.337213322,-0.641347841,-0.569350638,0,2,1,0,1,0,2,8,3,0
-1.68912426,-0.445777161,-0.457371198,0.601250138,-0.569350638,0,2,1,0,0,0,2,8,3,0
-1.68912426,-0.444463417,0.624049688,1.109938685,-0.569350638,1,2,1,0,1,0,2,8,3,0
-1.68912426,-0.443149672,1.344996945,0.084795353,0.076229942,1,2,1,0,1,1,2,8,3,0
-1.68912426,-0.440522184,-0.217055446,-0.291867159,0.076229942,0,2,1,0,1,1,0,8,3,0
-1.68912426,-0.438551567,-1.65894996,0.084795353,-0.246560348,1,2,1,0,1,0,2,6,3,0
